"Notes","Residence State","Residence State Code","Year","Year Code","MCD - ICD Chapter","MCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"Alaska","02","2018","2018","Diseases of the respiratory system","J00-J98",970,737438,131.5
,"Alaska","02","2018","2018","Diseases of the digestive system","K00-K92",462,737438,62.6
,"Alaska","02","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",44,737438,6.0
,"Alaska","02","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",73,737438,9.9
,"Alaska","02","2018","2018","Diseases of the genitourinary system","N00-N99",337,737438,45.7
,"Alaska","02","2018","2018","Certain conditions originating in the perinatal period","P00-P96",35,737438,4.7
,"Alaska","02","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",37,737438,5.0
,"Alaska","02","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",692,737438,93.8
,"Alaska","02","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",813,737438,110.2
,"Alaska","02","2018","2018","External causes of morbidity and mortality","V01-Y89",845,737438,114.6
,"Alaska","02","2019","2019","Certain infectious and parasitic diseases","A00-B99",408,731545,55.8
,"Alaska","02","2019","2019","Neoplasms","C00-D48",1142,731545,156.1
,"Alaska","02","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",112,731545,15.3
,"Alaska","02","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",667,731545,91.2
,"Alaska","02","2019","2019","Mental and behavioural disorders","F01-F99",1370,731545,187.3
,"Alaska","02","2019","2019","Diseases of the nervous system","G00-G98",493,731545,67.4
,"Alaska","02","2019","2019","Diseases of the circulatory system","I00-I99",2118,731545,289.5
,"Alaska","02","2019","2019","Diseases of the respiratory system","J00-J98",1038,731545,141.9
,"Alaska","02","2019","2019","Diseases of the digestive system","K00-K92",492,731545,67.3
,"Alaska","02","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",46,731545,6.3
,"Alaska","02","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",80,731545,10.9
,"Alaska","02","2019","2019","Diseases of the genitourinary system","N00-N99",394,731545,53.9
,"Alaska","02","2019","2019","Certain conditions originating in the perinatal period","P00-P96",25,731545,3.4
,"Alaska","02","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",44,731545,6.0
,"Alaska","02","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",754,731545,103.1
,"Alaska","02","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",871,731545,119.1
,"Alaska","02","2019","2019","External causes of morbidity and mortality","V01-Y89",925,731545,126.4
,"Alaska","02","2020","2020","Certain infectious and parasitic diseases","A00-B99",434,731158,59.4
,"Alaska","02","2020","2020","Neoplasms","C00-D48",1187,731158,162.3
,"Alaska","02","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",148,731158,20.2
,"Alaska","02","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",887,731158,121.3
,"Alaska","02","2020","2020","Mental and behavioural disorders","F01-F99",1475,731158,201.7
,"Alaska","02","2020","2020","Diseases of the nervous system","G00-G98",560,731158,76.6
,"Alaska","02","2020","2020","Diseases of the circulatory system","I00-I99",2500,731158,341.9
,"Alaska","02","2020","2020","Diseases of the respiratory system","J00-J98",1221,731158,167.0
,"Alaska","02","2020","2020","Diseases of the digestive system","K00-K92",588,731158,80.4
,"Alaska","02","2020","2020","Diseases of the skin and subcutaneous tissue","L00-L98",59,731158,8.1
,"Alaska","02","2020","2020","Diseases of the musculoskeletal system and connective tissue","M00-M99",99,731158,13.5
,"Alaska","02","2020","2020","Diseases of the genitourinary system","N00-N99",464,731158,63.5
,"Alaska","02","2020","2020","Certain conditions originating in the perinatal period","P00-P96",24,731158,3.3
,"Alaska","02","2020","2020","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",41,731158,5.6
,"Alaska","02","2020","2020","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",880,731158,120.4
,"Alaska","02","2020","2020","Injury, poisoning and certain other consequences of external causes","S00-T98",907,731158,124.0
,"Alaska","02","2020","2020","Codes for special purposes","U00-U99",264,731158,36.1
,"Alaska","02","2020","2020","External causes of morbidity and mortality","V01-Y89",950,731158,129.9
,"Alaska","02","2021","2021","Certain infectious and parasitic diseases","A00-B99",514,732673,70.2
,"Alaska","02","2021","2021","Neoplasms","C00-D48",1252,732673,170.9
,"Alaska","02","2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",175,732673,23.9
,"Alaska","02","2021","2021","Endocrine, nutritional and metabolic diseases","E00-E89",1135,732673,154.9
,"Alaska","02","2021","2021","Mental and behavioural disorders","F01-F99",1722,732673,235.0
,"Alaska","02","2021","2021","Diseases of the nervous system","G00-G98",640,732673,87.4
,"Alaska","02","2021","2021","Diseases of the circulatory system","I00-I99",3056,732673,417.1
,"Alaska","02","2021","2021","Diseases of the respiratory system","J00-J98",1781,732673,243.1
,"Alaska","02","2021","2021","Diseases of the digestive system","K00-K92",647,732673,88.3
,"Alaska","02","2021","2021","Diseases of the skin and subcutaneous tissue","L00-L98",68,732673,9.3
,"Alaska","02","2021","2021","Diseases of the musculoskeletal system and connective tissue","M00-M99",130,732673,17.7
,"Alaska","02","2021","2021","Diseases of the genitourinary system","N00-N99",585,732673,79.8
,"Alaska","02","2021","2021","Certain conditions originating in the perinatal period","P00-P96",36,732673,4.9
,"Alaska","02","2021","2021","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",46,732673,6.3
,"Alaska","02","2021","2021","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1031,732673,140.7
,"Alaska","02","2021","2021","Injury, poisoning and certain other consequences of external causes","S00-T98",1029,732673,140.4
,"Alaska","02","2021","2021","Codes for special purposes","U00-U99",845,732673,115.3
,"Alaska","02","2021","2021","External causes of morbidity and mortality","V01-Y89",1086,732673,148.2
,"Alaska","02","2022","2022","Certain infectious and parasitic diseases","A00-B99",508,733583,69.2
,"Alaska","02","2022","2022","Neoplasms","C00-D48",1221,733583,166.4
,"Alaska","02","2022","2022","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",152,733583,20.7
,"Alaska","02","2022","2022","Endocrine, nutritional and metabolic diseases","E00-E89",1004,733583,136.9
,"Alaska","02","2022","2022","Mental and behavioural disorders","F01-F99",1620,733583,220.8
,"Alaska","02","2022","2022","Diseases of the nervous system","G00-G98",683,733583,93.1
,"Alaska","02","2022","2022","Diseases of the circulatory system","I00-I99",2816,733583,383.9
,"Alaska","02","2022","2022","Diseases of the respiratory system","J00-J98",1410,733583,192.2
,"Alaska","02","2022","2022","Diseases of the digestive system","K00-K92",634,733583,86.4
,"Alaska","02","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",71,733583,9.7
,"Alaska","02","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",129,733583,17.6
,"Alaska","02","2022","2022","Diseases of the genitourinary system","N00-N99",522,733583,71.2
,"Alaska","02","2022","2022","Certain conditions originating in the perinatal period","P00-P96",33,733583,4.5
,"Alaska","02","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",35,733583,4.8
,"Alaska","02","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1028,733583,140.1
,"Alaska","02","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",1023,733583,139.5
,"Alaska","02","2022","2022","Codes for special purposes","U00-U99",344,733583,46.9
,"Alaska","02","2022","2022","External causes of morbidity and mortality","V01-Y89",1060,733583,144.5
,"Alaska","02","2023","2023","Certain infectious and parasitic diseases","A00-B99",527,733406,71.9
,"Alaska","02","2023","2023","Neoplasms","C00-D48",1226,733406,167.2
,"Alaska","02","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",162,733406,22.1
,"Alaska","02","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",1000,733406,136.4
,"Alaska","02","2023","2023","Mental and behavioural disorders","F01-F99",1576,733406,214.9
,"Alaska","02","2023","2023","Diseases of the nervous system","G00-G98",603,733406,82.2
,"Alaska","02","2023","2023","Diseases of the circulatory system","I00-I99",2681,733406,365.6
,"Alaska","02","2023","2023","Diseases of the respiratory system","J00-J98",1256,733406,171.3
,"Alaska","02","2023","2023","Diseases of the digestive system","K00-K92",670,733406,91.4
,"Alaska","02","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",52,733406,7.1
,"Alaska","02","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",128,733406,17.5
,"Alaska","02","2023","2023","Diseases of the genitourinary system","N00-N99",498,733406,67.9
,"Alaska","02","2023","2023","Certain conditions originating in the perinatal period","P00-P96",34,733406,4.6
,"Alaska","02","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",49,733406,6.7
,"Alaska","02","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",989,733406,134.9
,"Alaska","02","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",1154,733406,157.3
,"Alaska","02","2023","2023","Codes for special purposes","U00-U99",101,733406,13.8
,"Alaska","02","2023","2023","External causes of morbidity and mortality","V01-Y89",1188,733406,162.0
,"Alaska","02","2024 (provisional)","2024","Certain infectious and parasitic diseases","A00-B99",458,733406,62.4
,"Alaska","02","2024 (provisional)","2024","Neoplasms","C00-D48",1296,733406,176.7
,"Alaska","02","2024 (provisional)","2024","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",162,733406,22.1
,"Alaska","02","2024 (provisional)","2024","Endocrine, nutritional and metabolic diseases","E00-E89",1023,733406,139.5
,"Alaska","02","2024 (provisional)","2024","Mental and behavioural disorders","F01-F99",1558,733406,212.4
,"Alaska","02","2024 (provisional)","2024","Diseases of the nervous system","G00-G98",571,733406,77.9
,"Alaska","02","2024 (provisional)","2024","Diseases of the circulatory system","I00-I99",2545,733406,347.0
,"Alaska","02","2024 (provisional)","2024","Diseases of the respiratory system","J00-J98",1220,733406,166.3
