"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Minnesota"	"27"	"2021"	"2021"	829	3892294	21.298493896	19.848628449	22.748359343	0.739727269	17.663881988	16.438378707	18.889385269	0.625256776	0.292727022%
	"Minnesota"	"27"	"2022"	"2022"	835	3908282	21.364886157	19.915735905	22.814036409	0.739362373	17.196998219	16.010891419	18.383105019	0.605156531	0.294845674%
	"Minnesota"	"27"	"2023 "	"2023"	851	3930188	21.652908207	20.198094025	23.107722389	0.742252134	17.312983577	16.131412074	18.494555081	0.602842604	0.300495411%
"Total"	"Minnesota"	"27"			4805	23238335	20.677040760	20.092388330	21.261693191	0.298292056	16.965991236	16.478315316	17.453667157	0.248814245	1.696686782%
	"Mississippi"	"28"	"2018"	"2018"	450	1988465	22.630521533	20.539568022	24.721475044	1.066813016	18.868195857	17.096219253	20.640172462	0.904069696	0.158898866%
	"Mississippi"	"28"	"2019"	"2019"	437	1994145	21.914153685	19.859493260	23.968814109	1.048296135	18.448227138	16.685409984	20.211044292	0.899396507	0.154308454%
	"Mississippi"	"28"	"2020"	"2020"	483	1994136	24.221016019	22.060911016	26.381121023	1.102094389	19.681317663	17.899578598	21.463056729	0.909050544	0.170551450%
	"Mississippi"	"28"	"2021"	"2021"	452	1979677	22.832007444	20.727109948	24.936904939	1.073927293	18.978488958	17.188870403	20.768107512	0.913070691	0.159605083%
	"Mississippi"	"28"	"2022"	"2022"	466	1970241	23.651928876	21.504446158	25.799411593	1.095654448	19.038067079	17.275348975	20.800785183	0.899345971	0.164548604%
	"Mississippi"	"28"	"2023 "	"2023"	497	1976333	25.147583934	22.936658258	27.358509611	1.128023304	20.202912864	18.393588903	22.012236825	0.923124470	0.175494970%
"Total"	"Mississippi"	"28"			2785	11902997	23.397468722	22.528483587	24.266453856	0.443359762	19.205121369	18.478940719	19.931302019	0.370500332	0.983407427%
	"Missouri"	"29"	"2018"	"2018"	916	4183237	21.896918582	20.478869255	23.314967909	0.723494555	17.861902652	16.686367735	19.037437570	0.599762713	0.323447470%
	"Missouri"	"29"	"2019"	"2019"	964	4205339	22.923241147	21.476157694	24.370324600	0.738307884	18.400929101	17.216579645	19.585278557	0.604259927	0.340396682%
	"Missouri"	"29"	"2020"	"2020"	944	4222113	22.358473115	20.932168735	23.784777496	0.727706316	17.635842226	16.490396205	18.781288248	0.584411235	0.333334510%
	"Missouri"	"29"	"2021"	"2021"	990	4225868	23.427139702	21.967795486	24.886483919	0.744563376	18.829273822	17.632645734	20.025901909	0.610524534	0.349577506%
	"Missouri"	"29"	"2022"	"2022"	947	4233930	22.366926236	20.942344450	23.791508022	0.726827442	17.838941733	16.681721370	18.996162095	0.590418552	0.334393836%
	"Missouri"	"29"	"2023 "	"2023"	1003	4257651	23.557590794	22.099661445	25.015520142	0.743841504	18.406240085	17.249620593	19.562859577	0.590111986	0.354167917%
"Total"	"Missouri"	"29"			5764	25328138	22.757298622	22.169789257	23.344807987	0.299749676	18.156229551	17.679197709	18.633261393	0.243383593	2.035317921%
	"Montana"	"30"	"2018"	"2018"	140	734426	19.062505957	15.904797386	22.220214528	1.611075801	14.671195653	12.183939043	17.158452263	1.269008475	0.049435203%
	"Montana"	"30"	"2019"	"2019"	164	742426	22.089743624	18.708902031	25.470585218	1.724919180	16.810272823	14.156696889	19.463848756	1.353865272	0.057909809%
	"Montana"	"30"	"2020"	"2020"	145	752905	19.258737822	16.124009620	22.393466025	1.599351124	14.854471416	12.365299345	17.343643488	1.269985751	0.051200746%
	"Montana"	"30"	"2021"	"2021"	163	769344	21.186881291	17.934291441	24.439471141	1.659484617	16.365072124	13.773790640	18.956353608	1.322082390	0.057556700%
	"Montana"	"30"	"2022"	"2022"	180	784066	22.957251048	19.603431418	26.311070677	1.711132464	17.614804982	14.973135347	20.256474617	1.347790630	0.063559546%
	"Montana"	"30"	"2023 "	"2023"	173	795124	21.757612649	18.515379360	24.999845938	1.654200658	16.108806576	13.656112149	18.561501004	1.251374708	0.061087786%
"Total"	"Montana"	"30"			965	4578291	21.077734028	19.747842147	22.407625909	0.678516266	16.125160739	15.080457729	17.169863749	0.533011740	0.340749791%
	"Nebraska"	"31"	"2018"	"2018"	273	1261719	21.637147415	19.070449536	24.203845295	1.309539734	18.208912258	16.008884669	20.408939848	1.122463056	0.096398645%
	"Nebraska"	"31"	"2019"	"2019"	263	1269036	20.724392373	18.219667646	23.229117101	1.277920779	17.114529334	15.004415602	19.224643067	1.076588639	0.092867560%
	"Nebraska"	"31"	"2020"	"2020"	294	1273906	23.078625896	20.440519216	25.716732575	1.345972795	18.498029693	16.348636029	20.647423357	1.096629420	0.103813926%
	"Nebraska"	"31"	"2021"	"2021"	309	1289092	23.970360533	21.297653245	26.643067821	1.363626167	19.940868249	17.669208294	22.212528205	1.159010181	0.109110555%
	"Nebraska"	"31"	"2022"	"2022"	290	1293922	22.412479269	19.832911313	24.992047224	1.316106100	18.281813315	16.141009002	20.422617627	1.092247098	0.102401492%
	"Nebraska"	"31"	"2023 "	"2023"	271	1302533	20.805614906	18.328466752	23.282763059	1.263851099	16.956035443	14.904220505	19.007850381	1.046844356	0.095692428%
"Total"	"Nebraska"	"31"			1700	7690208	22.106034063	21.055179909	23.156888218	0.536150079	18.140335892	17.263025014	19.017646769	0.447607590	0.600284606%
	"Nevada"	"32"	"2018"	"2018"	386	2096606	18.410707591	16.574030118	20.247385064	0.937080343	16.562943226	14.878982162	18.246904290	0.859163808	0.136299916%
	"Nevada"	"32"	"2019"	"2019"	379	2137297	17.732678238	15.947379902	19.517976574	0.910866498	15.635989265	14.032269719	17.239708811	0.818224258	0.133828156%
	"Nevada"	"32"	"2020"	"2020"	419	2187799	19.151667955	17.317852353	20.985483557	0.935620205	16.735746434	15.102655333	18.368837536	0.833209746	0.147952500%
	"Nevada"	"32"	"2021"	"2021"	411	2193751	18.735034195	16.923737267	20.546331123	0.924131086	16.547562696	14.910206816	18.184918577	0.835385653	0.145127631%
	"Nevada"	"32"	"2022"	"2022"	459	2223279	20.645182184	18.756458404	22.533905963	0.963634581	17.961742914	16.287403779	19.636082048	0.854254661	0.162076843%
	"Nevada"	"32"	"2023 "	"2023"	416	2253836	18.457421037	16.683719978	20.231122095	0.904949520	15.719872182	14.179806584	17.259937780	0.785747754	0.146893174%
"Total"	"Nevada"	"32"			2470	13092568	18.865664857	18.121653251	19.609676462	0.379597758	16.528580941	15.864004822	17.193157061	0.339069449	0.872178221%
	"New Hampshire"	"33"	"2018"	"2018"	203	972151	20.881529721	18.008961424	23.754098018	1.465596070	16.491714004	14.174215404	18.809212604	1.182397245	0.071681044%
	"New Hampshire"	"33"	"2019"	"2019"	252	980767	25.694176089	22.521757419	28.866594759	1.618580954	19.940810802	17.410853260	22.470768345	1.290794665	0.088983365%
	"New Hampshire"	"33"	"2020"	"2020"	238	990858	24.019587065	20.967948253	27.071225877	1.556958577	18.469277871	16.062043616	20.876512125	1.228180742	0.084039845%
	"New Hampshire"	"33"	"2021"	"2021"	212	1009660	20.997167363	18.170668268	23.823666459	1.442091375	16.714224444	14.404507206	19.023941682	1.178427162	0.074859021%
	"New Hampshire"	"33"	"2022"	"2022"	240	1021573	23.493181594	20.520884025	26.465479161	1.516478351	17.646118905	15.367988737	19.924249073	1.162311310	0.084746062%
	"New Hampshire"	"33"	"2023 "	"2023"	251	1030170	24.364910646	21.350627580	27.379193711	1.537899523	18.132699083	15.836732727	20.428665439	1.171411406	0.088630256%
"Total"	"New Hampshire"	"33"			1396	6005179	23.246600976	22.027126195	24.466075756	0.622181010	17.851249255	16.893108880	18.809389630	0.488847130	0.492939594%
	"New Jersey"	"34"	"2018"	"2018"	1299	6188871	20.989288676	19.847858851	22.130718502	0.582362156	17.714250335	16.737618116	18.690882554	0.498281744	0.458688060%
	"New Jersey"	"34"	"2019"	"2019"	1302	6189978	21.034000444	19.891457696	22.176543192	0.582929973	17.221247054	16.274157514	18.168336594	0.483208949	0.459747386%
	"New Jersey"	"34"	"2020"	"2020"	1388	6203002	22.376262332	21.199066046	23.553458618	0.600610350	18.219001900	17.246864404	19.191139396	0.495988518	0.490114725%
	"New Jersey"	"34"	"2021"	"2021"	1406	6470760	21.728514116	20.592736149	22.864292083	0.579478555	18.090582251	17.130550069	19.050614432	0.489812337	0.496470680%
	"New Jersey"	"34"	"2022"	"2022"	1339	6472724	20.686808212	19.578758435	21.794857990	0.565331519	16.745574140	15.837703444	17.653444835	0.463199334	0.472812404%
	"New Jersey"	"34"	"2023 "	"2023"	1321	6508294	20.297177724	19.202615849	21.391739599	0.558449936	16.295291210	15.406770871	17.183811549	0.453326704	0.466456449%
"Total"	"New Jersey"	"34"			8055	38033629	21.178625895	20.716115947	21.641135842	0.235974463	17.339268869	16.955986377	17.722551361	0.195552292	2.844289704%
	"New Mexico"	"35"	"2018"	"2018"	249	1415820	17.586981396	15.402503261	19.771459530	1.114529660	13.912778152	12.151880590	15.673675713	0.898417123	0.087924039%
	"New Mexico"	"35"	"2019"	"2019"	275	1425116	19.296674797	17.015953582	21.577396012	1.163633273	15.360986599	13.506031649	17.215941548	0.946405586	0.097104863%
	"New Mexico"	"35"	"2020"	"2020"	290	1437678	20.171415296	17.849782964	22.493047628	1.184506292	15.549432515	13.719595167	17.379269863	0.933590484	0.102401492%
	"New Mexico"	"35"	"2021"	"2021"	326	1445703	22.549583144	20.101727577	24.997438711	1.248905901	17.661551948	15.701445982	19.621657913	1.000054064	0.115113401%
	"New Mexico"	"35"	"2022"	"2022"	266	1447076	18.381895630	16.172845614	20.590945645	1.127066335	13.929299148	12.220980539	15.637617758	0.871591127	0.093926885%
	"New Mexico"	"35"	"2023 "	"2023"	290	1462629	19.827310959	17.545283371	22.109338546	1.164299789	15.029707142	13.252044758	16.807369527	0.906970604	0.102401492%
"Total"	"New Mexico"	"35"			1696	8634022	19.643220738	18.708340791	20.578100685	0.476979565	15.218796686	14.479284399	15.958308973	0.377302187	0.598872171%
	"New York"	"36"	"2018"	"2018"	2753	13673941	20.133186182	19.381103696	20.885268669	0.383715554	16.845224619	16.206281696	17.484167543	0.325991288	0.972107952%
	"New York"	"36"	"2019"	"2019"	2768	13662718	20.259512053	19.504763986	21.014260121	0.385075545	16.763307759	16.128787158	17.397828360	0.323735000	0.977404581%
	"New York"	"36"	"2020"	"2020"	2791	13626537	20.482093139	19.722203558	21.241982720	0.387698766	16.673565700	16.045482169	17.301649231	0.320450781	0.985526079%
	"New York"	"36"	"2021"	"2021"	2899	13979542	20.737446191	19.982549997	21.492342385	0.385151119	16.991999161	16.363014837	17.620983485	0.320910369	1.023661807%
	"New York"	"36"	"2022"	"2022"	2812	13884827	20.252322913	19.503768705	21.000877122	0.381915413	16.065016166	15.462846264	16.667186069	0.307229542	0.992941359%
	"New York"	"36"	"2023 "	"2023"	2890	13869973	20.836377980	20.076700282	21.596055678	0.387590662	16.421218832	15.814400173	17.028037491	0.309601357	1.020483829%
"Total"	"New York"	"36"			16913	82697538	20.451636662	20.143407436	20.759865888	0.157259809	16.637313770	16.382850164	16.891777375	0.129828370	5.972125608%
	"North Carolina"	"37"	"2018"	"2018"	1417	7099141	19.960161377	18.920875096	20.999447658	0.530248102	16.900049182	16.006204215	17.793894150	0.456043351	0.500354874%
	"North Carolina"	"37"	"2019"	"2019"	1437	7196782	19.967257588	18.934862076	20.999653100	0.526732404	16.630268458	15.756940962	17.503595955	0.445575253	0.507417046%
	"North Carolina"	"37"	"2020"	"2020"	1517	7298944	20.783828455	19.737931665	21.829725245	0.533620811	17.057700483	16.186474802	17.928926164	0.444502899	0.535665733%
	"North Carolina"	"37"	"2021"	"2021"	1551	7260238	21.362936036	20.299745474	22.426126598	0.542444164	17.824291087	16.919845808	18.728736366	0.461451673	0.547671425%
	"North Carolina"	"37"	"2022"	"2022"	1662	7365475	22.564736151	21.479883333	23.649588969	0.553496336	18.597095248	17.690052048	19.504138448	0.462777143	0.586866479%
	"North Carolina"	"37"	"2023 "	"2023"	1635	7476679	21.867997810	20.807996958	22.927998663	0.540816762	17.784323652	16.908586501	18.660060804	0.446804669	0.577332547%
"Total"	"North Carolina"	"37"			9219	43697259	21.097433137	20.666763967	21.528102306	0.219729168	17.483576742	17.121110828	17.846042655	0.184931588	3.255308105%
	"North Dakota"	"38"	"2018"	"2018"	107	496667	21.543609702	17.461518956	25.625700449	2.082699360	17.915703471	14.452007309	21.379399632	1.767191919	0.037782619%
	"North Dakota"	"38"	"2019"	"2019"	84	499069	16.831339955	13.425350002	20.838377058	1.836449747	13.961735143	11.070818264	17.376635941	1.558880206	0.029661122%
	"North Dakota"	"38"	"2020"	"2020"	106	500551	21.176663317	17.145218953	25.208107681	2.056859369	17.649730770	14.203702278	21.095759262	1.758177802	0.037429511%
	"North Dakota"	"38"	"2021"	"2021"	94	505804	18.584273750	15.017951618	22.742505002	1.916821479	15.106270440	12.147254186	18.568174437	1.592518455	0.033192208%
	"North Dakota"	"38"	"2022"	"2022"	110	507054	21.693941868	17.639806919	25.748076817	2.068436199	18.065218850	14.611805242	21.518632458	1.761945718	0.038841945%
	"North Dakota"	"38"	"2023 "	"2023"	123	511626	24.040998698	19.792299150	28.289698247	2.167703851	19.017710094	15.591610698	22.443809490	1.748009896	0.043432357%
"Total"	"North Dakota"	"38"			624	3020771	20.656977970	19.036173735	22.277782205	0.826940936	16.924816914	15.568464868	18.281168961	0.692016350	0.220339761%
	"Ohio"	"39"	"2018"	"2018"	1913	8027919	23.829338587	22.761487794	24.897189380	0.544821833	19.243211808	18.365535330	20.120888285	0.447794121	0.675496736%
	"Ohio"	"39"	"2019"	"2019"	2005	8050770	24.904450133	23.814326286	25.994573981	0.556185636	19.636550189	18.762056888	20.511043490	0.446170051	0.707982726%
	"Ohio"	"39"	"2020"	"2020"	1864	8077042	23.077755446	22.030080196	24.125430695	0.534528188	18.261635269	17.415674407	19.107596130	0.431612685	0.658194415%
	"Ohio"	"39"	"2021"	"2021"	1858	8122862	22.873711261	21.833623823	23.913798699	0.530656856	18.190160376	17.346308087	19.034012665	0.430536882	0.656075763%
	"Ohio"	"39"	"2022"	"2022"	1918	8124781	23.606790140	22.550292067	24.663288213	0.539029629	18.389169828	17.551977905	19.226361750	0.427138736	0.677262278%
	"Ohio"	"39"	"2023 "	"2023"	2025	8162870	24.807451301	23.726948978	25.887953624	0.551276696	19.338605860	18.480523641	20.196688079	0.437797051	0.715044898%
"Total"	"Ohio"	"39"			11583	48566244	23.849898707	23.415556452	24.284240963	0.221603191	18.843336250	18.493838103	19.192834397	0.178315381	4.090056815%
	"Oklahoma"	"40"	"2018"	"2018"	541	2606913	20.752514564	19.003762798	22.501266330	0.892220289	17.400879263	15.914792009	18.886966518	0.758207783	0.191031748%
	"Oklahoma"	"40"	"2019"	"2019"	540	2623828	20.580617327	18.844745763	22.316488892	0.885648757	16.959791514	15.510933680	18.408649347	0.739213180	0.190678639%
	"Oklahoma"	"40"	"2020"	"2020"	551	2645289	20.829482147	19.090245232	22.568719063	0.887365773	17.183421526	15.726888324	18.639954729	0.743129185	0.194562834%
	"Oklahoma"	"40"	"2021"	"2021"	533	2641438	20.178402825	18.465316475	21.891489174	0.874023648	16.837969773	15.382837759	18.293101786	0.742414293	0.188206879%
	"Oklahoma"	"40"	"2022"	"2022"	567	2660054	21.315356756	19.560841504	23.069872007	0.895160843	17.723162169	16.242032710	19.204291627	0.755678295	0.200212571%
	"Oklahoma"	"40"	"2023 "	"2023"	526	2689460	19.557829453	17.886416152	21.229242754	0.852761888	16.304852291	14.891390642	17.718313940	0.721153902	0.185735119%
"Total"	"Oklahoma"	"40"			3258	15866982	20.533205369	19.828127177	21.238283562	0.359733772	17.061685495	16.467408631	17.655962358	0.303202481	1.150427791%
	"Oregon"	"41"	"2018"	"2018"	619	2952102	20.968110180	19.316262352	22.619958009	0.842779505	17.368423022	15.973427158	18.763418885	0.711732583	0.218574218%
	"Oregon"	"41"	"2019"	"2019"	607	2988153	20.313551548	18.697528367	21.929574730	0.824501623	16.561770569	15.221068672	17.902472467	0.684031581	0.214336915%
	"Oregon"	"41"	"2020"	"2020"	627	3020536	20.757905219	19.133083089	22.382727350	0.828990883	16.892537055	15.547153249	18.237920862	0.686420310	0.221399087%
	"Oregon"	"41"	"2021"	"2021"	686	3026847	22.663847892	20.967840814	24.359854969	0.865309733	18.921894366	17.476477271	20.367311461	0.737457702	0.242232494%
	"Oregon"	"41"	"2022"	"2022"	673	3032338	22.194095777	20.517277515	23.870914039	0.855519521	17.557642562	16.209990342	18.905294783	0.687577664	0.237642082%
	"Oregon"	"41"	"2023 "	"2023"	664	3043760	21.815123400	20.155805089	23.474441710	0.846590975	17.315874767	15.977088811	18.654660723	0.683054059	0.234464105%
"Total"	"Oregon"	"41"			3876	18063736	21.457355223	20.781831853	22.132878592	0.344654780	17.430946802	16.872954177	17.988939428	0.284690115	1.368648901%
	"Pennsylvania"	"42"	"2018"	"2018"	2171	8997867	24.127940544	23.112986418	25.142894671	0.517833738	18.672357294	17.872119881	19.472594709	0.408284395	0.766598752%
	"Pennsylvania"	"42"	"2019"	"2019"	2124	9025217	23.534060178	22.533194781	24.534925576	0.510645611	18.090071027	17.305383375	18.874758679	0.400350843	0.750002648%
	"Pennsylvania"	"42"	"2020"	"2020"	2196	9040207	24.291479166	23.275478801	25.307479532	0.518367534	18.414303160	17.628773884	19.199832437	0.400780243	0.775426467%
	"Pennsylvania"	"42"	"2021"	"2021"	2247	9156034	24.541193272	23.526463948	25.555922596	0.517719043	18.940517704	18.141639240	19.739396168	0.407591053	0.793435005%
	"Pennsylvania"	"42"	"2022"	"2022"	2202	9147165	24.073032464	23.067541400	25.078523529	0.513005645	17.976266763	17.211810060	18.740723466	0.390028930	0.777545118%
	"Pennsylvania"	"42"	"2023 "	"2023"	2357	9168484	25.707630618	24.669771677	26.745489559	0.529519868	19.161509742	18.373341095	19.949678388	0.402126861	0.832276950%
"Total"	"Pennsylvania"	"42"			13297	54534974	24.382518272	23.968081965	24.796954579	0.211447095	18.546418373	18.225252585	18.867584161	0.163860096	4.695284941%
	"Rhode Island"	"44"	"2018"	"2018"	168	741199	22.665977693	19.238490131	26.093465255	1.748718144	17.950854929	15.182982841	20.718727018	1.412179637	0.059322243%
	"Rhode Island"	"44"	"2019"	"2019"	182	745315	24.419205302	20.871464331	27.966946274	1.810071924	19.517735403	16.618194761	22.417276045	1.479357470	0.064265764%
	"Rhode Island"	"44"	"2020"	"2020"	153	747828	20.459249988	17.217346625	23.701153351	1.654032328	15.714562547	13.175540879	18.253584214	1.295419218	0.054025614%
	"Rhode Island"	"44"	"2021"	"2021"	167	776229	21.514269629	18.251214262	24.777324996	1.664824167	17.310649058	14.626767142	19.994530975	1.369327509	0.058969135%
	"Rhode Island"	"44"	"2022"	"2022"	160	777895	20.568328631	17.381233090	23.755424171	1.626069153	16.156689390	13.607273118	18.706105663	1.300722588	0.056497375%
	"Rhode Island"	"44"	"2023 "	"2023"	216	783313	27.575183867	23.897726787	31.252640946	1.876253612	21.192209168	18.320179935	24.064238401	1.465321037	0.076271456%
"Total"	"Rhode Island"	"44"			1046	4571779	22.879496144	21.492942472	24.266049815	0.707425343	17.970935944	16.861669986	19.080201902	0.565952019	0.369351587%
	"South Carolina"	"45"	"2018"	"2018"	761	3509959	21.681164937	20.140719371	23.221610502	0.785941615	17.495504720	16.225795530	18.765213911	0.647810812	0.268715638%
	"South Carolina"	"45"	"2019"	"2019"	775	3570132	21.707880829	20.179531436	23.236230222	0.779770099	17.337945243	16.091449382	18.584441105	0.635967276	0.273659158%
	"South Carolina"	"45"	"2020"	"2020"	799	3631363	22.002757642	20.477090487	23.528424797	0.778401610	17.299038324	16.075654853	18.522421795	0.624175240	0.282133765%
	"South Carolina"	"45"	"2021"	"2021"	827	3609065	22.914522182	21.352762805	24.476281560	0.796816009	18.190962255	16.918288074	19.463636436	0.649323562	0.292020805%
	"South Carolina"	"45"	"2022"	"2022"	812	3670482	22.122435146	20.600798401	23.644071892	0.776345278	17.035146382	15.840243963	18.230048802	0.609644092	0.286724176%
	"South Carolina"	"45"	"2023 "	"2023"	901	3742539	24.074565422	22.502566905	25.646563939	0.802040060	18.677199654	17.429157968	19.925241341	0.636755962	0.318150841%
"Total"	"South Carolina"	"45"			4875	21733540	22.430768296	21.801098429	23.060438163	0.321260136	17.703467864	17.195612847	18.211322882	0.259109703	1.721404383%
	"South Dakota"	"46"	"2018"	"2018"	116	581200	19.958706125	16.326592215	23.590820035	1.853119342	15.498816707	12.613102698	18.384530716	1.472303066	0.040960597%
	"South Dakota"	"46"	"2019"	"2019"	142	585162	24.266784241	20.275394581	28.258173901	2.036423296	19.072182706	15.867406520	22.276958891	1.635089890	0.050141420%
	"South Dakota"	"46"	"2020"	"2020"	128	591195	21.651062678	17.900207434	25.401917922	1.913701655	16.748196885	13.758858182	19.737535588	1.525172808	0.045197900%
	"South Dakota"	"46"	"2021"	"2021"	136	591725	22.983649499	19.120819396	26.846479602	1.970831685	18.704346120	15.457804952	21.950887288	1.656398555	0.048022768%
	"South Dakota"	"46"	"2022"	"2022"	140	603630	23.193015589	19.351087131	27.034944047	1.960167581	18.317361575	15.201031774	21.433691375	1.589964184	0.049435203%
	"South Dakota"	"46"	"2023 "	"2023"	151	611993	24.673484827	20.738001378	28.608968277	2.007899719	19.569745494	16.376954275	22.762536714	1.628975112	0.053319397%
"Total"	"South Dakota"	"46"			813	3564905	22.805656813	21.237991376	24.373322249	0.799829304	17.941238651	16.676291996	19.206185306	0.645380947	0.287077285%
	"Tennessee"	"47"	"2018"	"2018"	965	4650000	20.752688172	19.443304940	22.062071404	0.668052669	17.632181716	16.502163958	18.762199475	0.576539673	0.340749791%
	"Tennessee"	"47"	"2019"	"2019"	944	4706683	20.056587622	18.777126425	21.336048820	0.652786325	16.848362966	15.755825349	17.940900582	0.557417151	0.333334510%
	"Tennessee"	"47"	"2020"	"2020"	1015	4761823	21.315365985	20.004024368	22.626707601	0.669051845	17.831052366	16.714723503	18.947381229	0.569555542	0.358405220%
	"Tennessee"	"47"	"2021"	"2021"	1040	4817462	21.588130846	20.276068587	22.900193105	0.669419520	18.158858769	17.031046374	19.286671164	0.575414487	0.367232935%
	"Tennessee"	"47"	"2022"	"2022"	1047	4869062	21.503114974	20.200595853	22.805634095	0.664550572	17.627771566	16.542096496	18.713446636	0.553915852	0.369704695%
	"Tennessee"	"47"	"2023 "	"2023"	1096	4921249	22.270769067	20.952251231	23.589286903	0.672713181	18.392513031	17.283231185	19.501794877	0.565960125	0.387007016%
"Total"	"Tennessee"	"47"			6107	28726279	21.259279700	20.726079066	21.792480334	0.272041140	17.751038939	17.298031408	18.204046470	0.231126291	2.156434168%
	"Texas"	"48"	"2018"	"2018"	2905	18507667	15.696197689	15.125406234	16.266989144	0.291220130	15.533605887	14.959351712	16.107860061	0.292986824	1.025780458%
	"Texas"	"48"	"2019"	"2019"	3129	18782771	16.658883825	16.075171062	17.242596588	0.297812634	16.329663887	15.748101525	16.911226249	0.296715491	1.104876783%
	"Texas"	"48"	"2020"	"2020"	3195	19087071	16.739079558	16.158646401	17.319512715	0.296139366	16.398531956	15.820996445	16.976067467	0.294660975	1.128181950%
	"Texas"	"48"	"2021"	"2021"	3172	19201801	16.519283790	15.944399162	17.094168418	0.293308484	16.365200084	15.783583640	16.946816529	0.296743084	1.120060452%
	"Texas"	"48"	"2022"	"2022"	3433	19546901	17.562886311	16.975376586	18.150396036	0.299749860	17.055133518	16.476113483	17.634153552	0.295418385	1.212221795%
	"Texas"	"48"	"2023 "	"2023"	3339	19976082	16.714989456	16.148027434	17.281951478	0.289266338	16.138551921	15.582727219	16.694376624	0.283584032	1.179029587%
"Total"	"Texas"	"48"			19173	115102293	16.657357121	16.421571601	16.893142642	0.120298735	16.306279689	16.071770292	16.540789086	0.119647651	6.770151025%
	"Utah"	"49"	"2018"	"2018"	263	1872333	14.046646617	12.348986078	15.744307155	0.866153336	14.816799907	13.001625238	16.631974575	0.926109525	0.092867560%
	"Utah"	"49"	"2019"	"2019"	273	1912695	14.273054512	12.579919181	15.966189843	0.863844557	14.835858057	13.052795323	16.618920792	0.909725885	0.096398645%
	"Utah"	"49"	"2020"	"2020"	299	1953255	15.307781114	13.572648309	17.042913919	0.885271839	16.025079112	14.185891209	17.864267015	0.938361175	0.105579469%
	"Utah"	"49"	"2021"	"2021"	261	2011570	12.974939972	11.400807873	14.549072071	0.803128622	13.612962482	11.928261361	15.297663603	0.859541388	0.092161342%
	"Utah"	"49"	"2022"	"2022"	313	2045301	15.303370995	13.607975560	16.998766430	0.864997671	15.819188903	14.043218401	17.595159405	0.906107399	0.110522989%
	"Utah"	"49"	"2023 "	"2023"	343	2084748	16.452827872	14.711624235	18.194031508	0.888369202	16.942509428	15.119965567	18.765053288	0.929869317	0.121116247%
"Total"	"Utah"	"49"			1752	11879902	14.747596403	14.057022337	15.438170468	0.352333707	15.370099551	14.640008419	16.100190684	0.372495476	0.618646252%
	"Vermont"	"50"	"2018"	"2018"	107	443107	24.147666365	19.572158046	28.723174684	2.334443020	18.441711867	14.881729333	22.001694400	1.816317619	0.037782619%
	"Vermont"	"50"	"2019"	"2019"	112	444144	25.217046724	20.546784314	29.887309134	2.382786944	18.588669710	15.062804743	22.114534677	1.798910697	0.039548162%
	"Vermont"	"50"	"2020"	"2020"	97	445637	21.766594785	17.651184709	26.553504309	2.210062854	15.968489329	12.872837988	19.583914998	1.667384226	0.034251533%
	"Vermont"	"50"	"2021"	"2021"	128	462400	27.681660900	22.886057816	32.477263983	2.446736267	20.199937290	16.607861790	23.792012790	1.832691582	0.045197900%
	"Vermont"	"50"	"2022"	"2022"	126	466626	27.002353062	22.287453885	31.717252239	2.405560805	19.478568366	15.978320823	22.978815910	1.785840584	0.044491683%
	"Vermont"	"50"	"2023 "	"2023"	122	469313	25.995444405	21.382551177	30.608337633	2.353516953	18.483774797	15.117673489	21.849876105	1.717398627	0.043079248%
"Total"	"Vermont"	"50"			692	2731227	25.336597800	23.448818057	27.224377543	0.963152930	18.570432400	17.152635225	19.988229576	0.723365906	0.244351145%
	"Virginia"	"51"	"2018"	"2018"	1145	5842846	19.596614390	18.461513733	20.731715046	0.579132988	17.282087117	16.267280908	18.296893325	0.517758270	0.404309337%
	"Virginia"	"51"	"2019"	"2019"	1132	5876474	19.263252079	18.141072230	20.385431928	0.572540739	16.530011635	15.554188005	17.505835266	0.497869199	0.399718926%
	"Virginia"	"51"	"2020"	"2020"	1218	5924757	20.557805156	19.403264654	21.712345657	0.589051276	17.627079541	16.622675021	18.631484061	0.512451286	0.430086264%
	"Virginia"	"51"	"2021"	"2021"	1278	5957609	21.451558838	20.275444617	22.627673060	0.600058276	18.488399570	17.457224858	19.519574282	0.526109547	0.451272780%
	"Virginia"	"51"	"2022"	"2022"	1209	5993414	20.172142288	19.035052017	21.309232559	0.580148098	16.868432825	15.904478046	17.832387604	0.491813663	0.426908287%
	"Virginia"	"51"	"2023 "	"2023"	1220	6032545	20.223636956	19.088794914	21.358478998	0.579001042	16.674033525	15.726918294	17.621148755	0.483222056	0.430792482%
"Total"	"Virginia"	"51"			7202	35627645	20.214639503	19.747769991	20.681509014	0.238198730	17.236957659	16.833526838	17.640388480	0.205832052	2.543088076%
	"Washington"	"53"	"2018"	"2018"	978	5214860	18.754098864	17.578706554	19.929491174	0.599689954	16.904595576	15.824667382	17.984523770	0.550983772	0.345340202%
